title,rating,description,removed_punc,tokenized_description
3 generations,pg-13,"teenage ray begin transitioning female male, single mom grandmother must cope change tracking father.",teenage ray begin transitioning female male single mom grandmother must cope change tracking father,"['teenage', 'ray', 'begin', 'transitioning', 'female', 'male', 'single', 'mom', 'grandmother', 'must', 'cope', 'change', 'tracking', 'father']"
menorca,tv-ma,hedonistic soccer mom take voyage self-discovery try reconnect son returning pet rock mediterranean island.,hedonistic soccer mom take voyage selfdiscovery try reconnect son returning pet rock mediterranean island,"['hedonistic', 'soccer', 'mom', 'take', 'voyage', 'selfdiscovery', 'try', 'reconnect', 'son', 'returning', 'pet', 'rock', 'mediterranean', 'island']"
buster's mal heart,tv-ma,"run authorities, troubled man recall mysterious event – strange drifter – inspired unusual transformation.",run authorities troubled man recall mysterious event  strange drifter  inspired unusual transformation,"['run', 'authorities', 'troubled', 'man', 'recall', 'mysterious', 'event', 'strange', 'drifter', 'inspired', 'unusual', 'transformation']"
madre,tv-ma,"pregnant overwhelmed, diana hire caretaker son severe autism. soon begin fear new nanny sinister intentions.",pregnant overwhelmed diana hire caretaker son severe autism soon begin fear new nanny sinister intentions,"['pregnant', 'overwhelmed', 'diana', 'hire', 'caretaker', 'son', 'severe', 'autism', 'soon', 'begin', 'fear', 'new', 'nanny', 'sinister', 'intentions']"
"behind ""the cove"": the quiet japanese speak out",tv-14,"documentary japanese whaling industry garnered international attention, amateur filmmaker decides tell rest story.",documentary japanese whaling industry garnered international attention amateur filmmaker decides tell rest story,"['documentary', 'japanese', 'whaling', 'industry', 'garnered', 'international', 'attention', 'amateur', 'filmmaker', 'decides', 'tell', 'rest', 'story']"
berlin syndrome,r,start passionate one-night stand quickly turn sinister clare learns locked inside andi's apartment way out.,start passionate onenight stand quickly turn sinister clare learns locked inside andis apartment way out,"['start', 'passionate', 'onenight', 'stand', 'quickly', 'turn', 'sinister', 'clare', 'learns', 'locked', 'inside', 'andis', 'apartment', 'way', 'out']"
death note,tv-ma,"light turner find supernatural notebook us mete death, attracting attention detective, demon girl class.",light turner find supernatural notebook us mete death attracting attention detective demon girl class,"['light', 'turner', 'find', 'supernatural', 'notebook', 'us', 'mete', 'death', 'attracting', 'attention', 'detective', 'demon', 'girl', 'class']"
pekak,tv-ma,"desperate escape tyrannical father, rebellious teen befriends deaf drug pusher who's saving money cochlear implants.",desperate escape tyrannical father rebellious teen befriends deaf drug pusher whos saving money cochlear implants,"['desperate', 'escape', 'tyrannical', 'father', 'rebellious', 'teen', 'befriends', 'deaf', 'drug', 'pusher', 'whos', 'saving', 'money', 'cochlear', 'implants']"
feel rich,tv-ma,"talking squarely hip-hop generation, musicians, athlete others outline benefit exercise, healthy diet spiritual wellness.",talking squarely hiphop generation musicians athlete others outline benefit exercise healthy diet spiritual wellness,"['talking', 'squarely', 'hiphop', 'generation', 'musicians', 'athlete', 'others', 'outline', 'benefit', 'exercise', 'healthy', 'diet', 'spiritual', 'wellness']"
lynne koplitz: hormonal beast,tv-ma,"unabashed comedian lynne koplitz offer woman's take crazy, benefit childlessness three thing men really want.",unabashed comedian lynne koplitz offer womans take crazy benefit childlessness three thing men really want,"['unabashed', 'comedian', 'lynne', 'koplitz', 'offer', 'womans', 'take', 'crazy', 'benefit', 'childlessness', 'three', 'thing', 'men', 'really', 'want']"
sadie's last days on earth,tv-14,"high schooler sadie mitchell belief world end – literally. does, set kiss boy win back best friend.",high schooler sadie mitchell belief world end  literally does set kiss boy win back best friend,"['high', 'schooler', 'sadie', 'mitchell', 'belief', 'world', 'end', 'literally', 'does', 'set', 'kiss', 'boy', 'win', 'back', 'best', 'friend']"
bad rap,tv-ma,four young asian-american rapper strive achieve success term musical genre often treat outsiders.,four young asianamerican rapper strive achieve success term musical genre often treat outsiders,"['four', 'young', 'asianamerican', 'rapper', 'strive', 'achieve', 'success', 'term', 'musical', 'genre', 'often', 'treat', 'outsiders']"
gomorrah,tv-ma,"mafia activity naples center series, focus internal struggle follow head family imprisoned.",mafia activity naples center series focus internal struggle follow head family imprisoned,"['mafia', 'activity', 'naples', 'center', 'series', 'focus', 'internal', 'struggle', 'follow', 'head', 'family', 'imprisoned']"
hati perempuan,tv-pg,spark passion contempt fly self-sufficient architect forced work snobbish industrialist.,spark passion contempt fly selfsufficient architect forced work snobbish industrialist,"['spark', 'passion', 'contempt', 'fly', 'selfsufficient', 'architect', 'forced', 'work', 'snobbish', 'industrialist']"
kl zombi,tv-ma,field hockey-playing pizza delivery boy find transformed slacker zombie slayer outbreak undead kuala lumpur.,field hockeyplaying pizza delivery boy find transformed slacker zombie slayer outbreak undead kuala lumpur,"['field', 'hockeyplaying', 'pizza', 'delivery', 'boy', 'find', 'transformed', 'slacker', 'zombie', 'slayer', 'outbreak', 'undead', 'kuala', 'lumpur']"
rembat,tv-14,"two huge soccer fan must go rambunctious road trip fix big match malaysia thailand, draw ire loan shark.",two huge soccer fan must go rambunctious road trip fix big match malaysia thailand draw ire loan shark,"['two', 'huge', 'soccer', 'fan', 'must', 'go', 'rambunctious', 'road', 'trip', 'fix', 'big', 'match', 'malaysia', 'thailand', 'draw', 'ire', 'loan', 'shark']"
unacknowledged,tv-ma,noted ufo expert dr. steven greer interview witness present classified document concerning existence extraterrestrials.,noted ufo expert dr steven greer interview witness present classified document concerning existence extraterrestrials,"['noted', 'ufo', 'expert', 'dr', 'steven', 'greer', 'interview', 'witness', 'present', 'classified', 'document', 'concerning', 'existence', 'extraterrestrials']"
camera store,tv-ma,"digital revolution around corner, employee bibideaux camera store strive stay relevant amid unstoppable change.",digital revolution around corner employee bibideaux camera store strive stay relevant amid unstoppable change,"['digital', 'revolution', 'around', 'corner', 'employee', 'bibideaux', 'camera', 'store', 'strive', 'stay', 'relevant', 'amid', 'unstoppable', 'change']"
hide and seek,tv-14,"living comfortable life wife child, germophobic man realizes estranged brother may committed terrible crime.",living comfortable life wife child germophobic man realizes estranged brother may committed terrible crime,"['living', 'comfortable', 'life', 'wife', 'child', 'germophobic', 'man', 'realizes', 'estranged', 'brother', 'may', 'committed', 'terrible', 'crime']"
railroad tigers,tv-14,"world war ii, chinese railroad worker lead group brave resistance fighter force japanese occupation.",world war ii chinese railroad worker lead group brave resistance fighter force japanese occupation,"['world', 'war', 'ii', 'chinese', 'railroad', 'worker', 'lead', 'group', 'brave', 'resistance', 'fighter', 'force', 'japanese', 'occupation']"
dinotrux,tv-y7-fv,"half dinosaur, half construction truck, full-on fun! watch giant ty rux, little buddy revvit crew come face-to-face evil d-structs.",half dinosaur half construction truck fullon fun watch giant ty rux little buddy revvit crew come facetoface evil dstructs,"['half', 'dinosaur', 'half', 'construction', 'truck', 'fullon', 'fun', 'watch', 'giant', 'ty', 'rux', 'little', 'buddy', 'revvit', 'crew', 'come', 'facetoface', 'evil', 'dstructs']"
marvel's the defenders,tv-ma,"daredevil, jessica jones, luke cage iron fist join force take common enemy sinister conspiracy threatens new york city.",daredevil jessica jones luke cage iron fist join force take common enemy sinister conspiracy threatens new york city,"['daredevil', 'jessica', 'jones', 'luke', 'cage', 'iron', 'fist', 'join', 'force', 'take', 'common', 'enemy', 'sinister', 'conspiracy', 'threatens', 'new', 'york', 'city']"
undefeated,pg-13,inspirational profile inner-city high school football team's valiant effort reach school's first-ever playoff game.,inspirational profile innercity high school football teams valiant effort reach schools firstever playoff game,"['inspirational', 'profile', 'innercity', 'high', 'school', 'football', 'teams', 'valiant', 'effort', 'reach', 'schools', 'firstever', 'playoff', 'game']"
what happened to monday,tv-ma,"future strict one-child policy, six septuplets must avoid government detection searching missing sister.",future strict onechild policy six septuplets must avoid government detection searching missing sister,"['future', 'strict', 'onechild', 'policy', 'six', 'septuplets', 'must', 'avoid', 'government', 'detection', 'searching', 'missing', 'sister']"
cop and a half: new recruit,pg,world-weary detective forced team 12-year-old think cop order solve case that's baffled police.,worldweary detective forced team yearold think cop order solve case thats baffled police,"['worldweary', 'detective', 'forced', 'team', 'yearold', 'think', 'cop', 'order', 'solve', 'case', 'thats', 'baffled', 'police']"
jericho,tv-14,"jake return kansa town collect inheritance, nuclear blast cut outside world make reluctant leader amid chaos.",jake return kansa town collect inheritance nuclear blast cut outside world make reluctant leader amid chaos,"['jake', 'return', 'kansa', 'town', 'collect', 'inheritance', 'nuclear', 'blast', 'cut', 'outside', 'world', 'make', 'reluctant', 'leader', 'amid', 'chaos']"
20 minutes,tv-ma,"wife convicted murder, horrified family man race prove innocence dogged investigator set uncover truth.",wife convicted murder horrified family man race prove innocence dogged investigator set uncover truth,"['wife', 'convicted', 'murder', 'horrified', 'family', 'man', 'race', 'prove', 'innocence', 'dogged', 'investigator', 'set', 'uncover', 'truth']"
barbecue,tv-ma,"blend cultural nuance mesmerizing technique add flavor globe-hopping celebration cooking, tradition community.",blend cultural nuance mesmerizing technique add flavor globehopping celebration cooking tradition community,"['blend', 'cultural', 'nuance', 'mesmerizing', 'technique', 'add', 'flavor', 'globehopping', 'celebration', 'cooking', 'tradition', 'community']"
brad paisley's comedy rodeo,tv-ma,"country music star brad paisley host night music laugh comic nate bargatze, john heffron, jon reep, sarah tiana mike e. winfield.",country music star brad paisley host night music laugh comic nate bargatze john heffron jon reep sarah tiana mike e winfield,"['country', 'music', 'star', 'brad', 'paisley', 'host', 'night', 'music', 'laugh', 'comic', 'nate', 'bargatze', 'john', 'heffron', 'jon', 'reep', 'sarah', 'tiana', 'mike', 'e', 'winfield']"
colin quinn: unconstitutional,tv-ma,new york comedian colin quinn writes star live one-man stage show dissects deconstructs u.s. constitutional history.,new york comedian colin quinn writes star live oneman stage show dissects deconstructs us constitutional history,"['new', 'york', 'comedian', 'colin', 'quinn', 'writes', 'star', 'live', 'oneman', 'stage', 'show', 'dissects', 'deconstructs', 'us', 'constitutional', 'history']"
goon,r,"seen dispatching rude opposing hockey player stands, doug glatt hired rival team ... fighting skills.",seen dispatching rude opposing hockey player stands doug glatt hired rival team  fighting skills,"['seen', 'dispatching', 'rude', 'opposing', 'hockey', 'player', 'stands', 'doug', 'glatt', 'hired', 'rival', 'team', 'fighting', 'skills']"
million yen women,tv-ma,"five beautiful mysterious woman move unsuccessful novelist shin, manages odd household exchange tidy monthly sum.",five beautiful mysterious woman move unsuccessful novelist shin manages odd household exchange tidy monthly sum,"['five', 'beautiful', 'mysterious', 'woman', 'move', 'unsuccessful', 'novelist', 'shin', 'manages', 'odd', 'household', 'exchange', 'tidy', 'monthly', 'sum']"
my ex-ex,tv-ma,recently dumped attorney hire psychic help win back boyfriend. thing take unexpected turn another ex re-enters picture.,recently dumped attorney hire psychic help win back boyfriend thing take unexpected turn another ex reenters picture,"['recently', 'dumped', 'attorney', 'hire', 'psychic', 'help', 'win', 'back', 'boyfriend', 'thing', 'take', 'unexpected', 'turn', 'another', 'ex', 'reenters', 'picture']"
we're no animals,tv-ma,"unhappy commercial film work, jaded hollywood actor move argentina participate experimental thesis social philosophy.",unhappy commercial film work jaded hollywood actor move argentina participate experimental thesis social philosophy,"['unhappy', 'commercial', 'film', 'work', 'jaded', 'hollywood', 'actor', 'move', 'argentina', 'participate', 'experimental', 'thesis', 'social', 'philosophy']"
age of glory,tv-pg,"amid thriving nightlife 1960s kuala lumpur, three chinese friend – showgirl, housekeeper chanteuse – find love heartbreak.",amid thriving nightlife s kuala lumpur three chinese friend  showgirl housekeeper chanteuse  find love heartbreak,"['amid', 'thriving', 'nightlife', 's', 'kuala', 'lumpur', 'three', 'chinese', 'friend', 'showgirl', 'housekeeper', 'chanteuse', 'find', 'love', 'heartbreak']"
exclusive edition,tv-14,"young journalist working magazine juggle careers, romance challenge reporting social issue news story malaysia.",young journalist working magazine juggle careers romance challenge reporting social issue news story malaysia,"['young', 'journalist', 'working', 'magazine', 'juggle', 'careers', 'romance', 'challenge', 'reporting', 'social', 'issue', 'news', 'story', 'malaysia']"
glowing embers,tv-14,"amid malaysia's charcoal industry, woman deftly adapts environs juggle three men life: husband, lover friend.",amid malaysias charcoal industry woman deftly adapts environs juggle three men life husband lover friend,"['amid', 'malaysias', 'charcoal', 'industry', 'woman', 'deftly', 'adapts', 'environs', 'juggle', 'three', 'men', 'life', 'husband', 'lover', 'friend']"
the outcasts,pg-13,"failing strike truce school's queen bee, two misfit best friend lead nerd uprising turn social hierarchy head.",failing strike truce schools queen bee two misfit best friend lead nerd uprising turn social hierarchy head,"['failing', 'strike', 'truce', 'schools', 'queen', 'bee', 'two', 'misfit', 'best', 'friend', 'lead', 'nerd', 'uprising', 'turn', 'social', 'hierarchy', 'head']"
hot property,tv-ma,"resourceful flighty londoner threatened eviction, vow whatever take defeat greedy real estate agent.",resourceful flighty londoner threatened eviction vow whatever take defeat greedy real estate agent,"['resourceful', 'flighty', 'londoner', 'threatened', 'eviction', 'vow', 'whatever', 'take', 'defeat', 'greedy', 'real', 'estate', 'agent']"
mission control: the unsung heroes of apollo,tv-14,"combining archive footage present-day interviews, documentary explores apollo's mission control helped change course history.",combining archive footage presentday interviews documentary explores apollos mission control helped change course history,"['combining', 'archive', 'footage', 'presentday', 'interviews', 'documentary', 'explores', 'apollos', 'mission', 'control', 'helped', 'change', 'course', 'history']"
chocolate city: vegas strip,tv-ma,"exotic dancer chocolate city get back together trip la vega chance $500,000 prize money.",exotic dancer chocolate city get back together trip la vega chance  prize money,"['exotic', 'dancer', 'chocolate', 'city', 'get', 'back', 'together', 'trip', 'la', 'vega', 'chance', 'prize', 'money']"
los herederos,tv-ma,"spurred boredom peer pressure, group suburban teen becomes increasingly violent find path intersecting parents.",spurred boredom peer pressure group suburban teen becomes increasingly violent find path intersecting parents,"['spurred', 'boredom', 'peer', 'pressure', 'group', 'suburban', 'teen', 'becomes', 'increasingly', 'violent', 'find', 'path', 'intersecting', 'parents']"
naked,tv-14,"rob's madly love married. unfortunately, also naked, stuck elevator caught time loop.",robs madly love married unfortunately also naked stuck elevator caught time loop,"['robs', 'madly', 'love', 'married', 'unfortunately', 'also', 'naked', 'stuck', 'elevator', 'caught', 'time', 'loop']"
alive and kicking,tv-14,take inside look swing dancing's continued prosperity lively joyous personality make art form unique.,take inside look swing dancings continued prosperity lively joyous personality make art form unique,"['take', 'inside', 'look', 'swing', 'dancings', 'continued', 'prosperity', 'lively', 'joyous', 'personality', 'make', 'art', 'form', 'unique']"
demonic,r,"amateur ghost hunter visit abandoned house, investigation turn massacre, leaving question detective psychologist.",amateur ghost hunter visit abandoned house investigation turn massacre leaving question detective psychologist,"['amateur', 'ghost', 'hunter', 'visit', 'abandoned', 'house', 'investigation', 'turn', 'massacre', 'leaving', 'question', 'detective', 'psychologist']"
shot! the psycho-spiritual mantra of rock,tv-ma,aptly named iconic rock photographer mick rock reconstructs journey thrilling murky universe rock 'n' roll history.,aptly named iconic rock photographer mick rock reconstructs journey thrilling murky universe rock n roll history,"['aptly', 'named', 'iconic', 'rock', 'photographer', 'mick', 'rock', 'reconstructs', 'journey', 'thrilling', 'murky', 'universe', 'rock', 'n', 'roll', 'history']"
black site delta,tv-ma,"discovering secret military prison attack terrorists, ragtag group inmate best neutralize enemy.",discovering secret military prison attack terrorists ragtag group inmate best neutralize enemy,"['discovering', 'secret', 'military', 'prison', 'attack', 'terrorists', 'ragtag', 'group', 'inmate', 'best', 'neutralize', 'enemy']"
denis leary: no cure for cancer,r,"stand-up performance made legend, comedian denis leary caustically hold forth nonsmokers, vegetarian undesirables.",standup performance made legend comedian denis leary caustically hold forth nonsmokers vegetarian undesirables,"['standup', 'performance', 'made', 'legend', 'comedian', 'denis', 'leary', 'caustically', 'hold', 'forth', 'nonsmokers', 'vegetarian', 'undesirables']"
baahubali 2: the conclusion (hindi version),tv-ma,"avenge father's death, young man lead army battle cruel tyrant hindi conclusion historic saga.",avenge fathers death young man lead army battle cruel tyrant hindi conclusion historic saga,"['avenge', 'fathers', 'death', 'young', 'man', 'lead', 'army', 'battle', 'cruel', 'tyrant', 'hindi', 'conclusion', 'historic', 'saga']"
baahubali 2: the conclusion (malayalam version),tv-ma,"avenge father's death, young man lead army battle cruel tyrant malayalam conclusion historic saga.",avenge fathers death young man lead army battle cruel tyrant malayalam conclusion historic saga,"['avenge', 'fathers', 'death', 'young', 'man', 'lead', 'army', 'battle', 'cruel', 'tyrant', 'malayalam', 'conclusion', 'historic', 'saga']"
baahubali 2: the conclusion (tamil version),tv-ma,"avenge father's death, young man lead army battle cruel tyrant tamil conclusion historic saga.",avenge fathers death young man lead army battle cruel tyrant tamil conclusion historic saga,"['avenge', 'fathers', 'death', 'young', 'man', 'lead', 'army', 'battle', 'cruel', 'tyrant', 'tamil', 'conclusion', 'historic', 'saga']"
baahubali: the beginning (hindi version),tv-14,villager kingdom mahismati rescue baby destined embark heroic quest hindi version s.s. rajamouli's epic.,villager kingdom mahismati rescue baby destined embark heroic quest hindi version ss rajamoulis epic,"['villager', 'kingdom', 'mahismati', 'rescue', 'baby', 'destined', 'embark', 'heroic', 'quest', 'hindi', 'version', 'ss', 'rajamoulis', 'epic']"
baahubali: the beginning (malayalam version),tv-14,villager kingdom mahismati rescue baby destined embark heroic quest malayalam version s.s. rajamouli's epic.,villager kingdom mahismati rescue baby destined embark heroic quest malayalam version ss rajamoulis epic,"['villager', 'kingdom', 'mahismati', 'rescue', 'baby', 'destined', 'embark', 'heroic', 'quest', 'malayalam', 'version', 'ss', 'rajamoulis', 'epic']"
baahubali: the beginning (tamil version),tv-14,villager kingdom mahismati rescue baby destined embark heroic quest tamil version s.s. rajamouli's epic.,villager kingdom mahismati rescue baby destined embark heroic quest tamil version ss rajamoulis epic,"['villager', 'kingdom', 'mahismati', 'rescue', 'baby', 'destined', 'embark', 'heroic', 'quest', 'tamil', 'version', 'ss', 'rajamoulis', 'epic']"
mission: destroy love,tv-14,two stranger meet chance trip thailand form connection realize former romantic partner ended getting together.,two stranger meet chance trip thailand form connection realize former romantic partner ended getting together,"['two', 'stranger', 'meet', 'chance', 'trip', 'thailand', 'form', 'connection', 'realize', 'former', 'romantic', 'partner', 'ended', 'getting', 'together']"
the black room,tv-ma,couple's new dream home morphs nightmare learn evil lustful spirit resides basement.,couples new dream home morphs nightmare learn evil lustful spirit resides basement,"['couples', 'new', 'dream', 'home', 'morphs', 'nightmare', 'learn', 'evil', 'lustful', 'spirit', 'resides', 'basement']"
jake's buccaneer blast,tv-y,"jake, izzy, cubby skully face scheming captain hook race find special treasure hidden around never land.",jake izzy cubby skully face scheming captain hook race find special treasure hidden around never land,"['jake', 'izzy', 'cubby', 'skully', 'face', 'scheming', 'captain', 'hook', 'race', 'find', 'special', 'treasure', 'hidden', 'around', 'never', 'land']"
lego marvel super heroes: avengers reassembled!,tv-y7,"ultron seizes control iron man's armor, avenger race save friend stop evil plot take world.",ultron seizes control iron mans armor avenger race save friend stop evil plot take world,"['ultron', 'seizes', 'control', 'iron', 'mans', 'armor', 'avenger', 'race', 'save', 'friend', 'stop', 'evil', 'plot', 'take', 'world']"
enter the warriors gate,pg-13,"avid gamer magically transported ancient china, must become warrior order save princess evil warlord.",avid gamer magically transported ancient china must become warrior order save princess evil warlord,"['avid', 'gamer', 'magically', 'transported', 'ancient', 'china', 'must', 'become', 'warrior', 'order', 'save', 'princess', 'evil', 'warlord']"
lady bloodfight,r,american travel hong kong hope winning lucrative – potentially deadly – all-female underground fighting tournament.,american travel hong kong hope winning lucrative  potentially deadly  allfemale underground fighting tournament,"['american', 'travel', 'hong', 'kong', 'hope', 'winning', 'lucrative', 'potentially', 'deadly', 'allfemale', 'underground', 'fighting', 'tournament']"
operation mekong,tv-ma,"dangerous area mekong river, drug raid ending 13 death arouses suspicion narcotic officer set find truth.",dangerous area mekong river drug raid ending  death arouses suspicion narcotic officer set find truth,"['dangerous', 'area', 'mekong', 'river', 'drug', 'raid', 'ending', 'death', 'arouses', 'suspicion', 'narcotic', 'officer', 'set', 'find', 'truth']"
sky on fire,tv-ma,security chief top-level medical facility must fight ensure revolutionary cancer research fall wrong hands.,security chief toplevel medical facility must fight ensure revolutionary cancer research fall wrong hands,"['security', 'chief', 'toplevel', 'medical', 'facility', 'must', 'fight', 'ensure', 'revolutionary', 'cancer', 'research', 'fall', 'wrong', 'hands']"
abnormal summit,tv-pg,"led trio korean celebs, multinational panel men engage – usually – lighthearted debate issue surround korea beyond.",led trio korean celebs multinational panel men engage  usually  lighthearted debate issue surround korea beyond,"['led', 'trio', 'korean', 'celebs', 'multinational', 'panel', 'men', 'engage', 'usually', 'lighthearted', 'debate', 'issue', 'surround', 'korea', 'beyond']"
alan saldaña: mi vida de pobre,tv-ma,mexican comic alan saldaña fun everything pressure sitting exit row maxing credit card stand-up special.,mexican comic alan saldaa fun everything pressure sitting exit row maxing credit card standup special,"['mexican', 'comic', 'alan', 'saldaa', 'fun', 'everything', 'pressure', 'sitting', 'exit', 'row', 'maxing', 'credit', 'card', 'standup', 'special']"
chef & my fridge,tv-pg,best chef korea go head-to-head create impromptu dish feature ingredient found inside guest stars' refrigerators.,best chef korea go headtohead create impromptu dish feature ingredient found inside guest stars refrigerators,"['best', 'chef', 'korea', 'go', 'headtohead', 'create', 'impromptu', 'dish', 'feature', 'ingredient', 'found', 'inside', 'guest', 'stars', 'refrigerators']"
dino hunt,tv-g,"top scientist paleontologist examine dinosaur fossil located throughout canada, searching elusive new species.",top scientist paleontologist examine dinosaur fossil located throughout canada searching elusive new species,"['top', 'scientist', 'paleontologist', 'examine', 'dinosaur', 'fossil', 'located', 'throughout', 'canada', 'searching', 'elusive', 'new', 'species']"
icarus,tv-ma,american filmmaker cyclist unwittingly wade global scandal russian scientist leak shocking detail vast doping conspiracy.,american filmmaker cyclist unwittingly wade global scandal russian scientist leak shocking detail vast doping conspiracy,"['american', 'filmmaker', 'cyclist', 'unwittingly', 'wade', 'global', 'scandal', 'russian', 'scientist', 'leak', 'shocking', 'detail', 'vast', 'doping', 'conspiracy']"
message from the king,tv-ma,"relentless quest avenge sister's murder, man cape town infiltrates sprawling network lowlife elite los angeles.",relentless quest avenge sisters murder man cape town infiltrates sprawling network lowlife elite los angeles,"['relentless', 'quest', 'avenge', 'sisters', 'murder', 'man', 'cape', 'town', 'infiltrates', 'sprawling', 'network', 'lowlife', 'elite', 'los', 'angeles']"
paranormal survivor,tv-14,"interview reenactments, ordinary people relive terrifying encounter unwelcome guest beyond world living.",interview reenactments ordinary people relive terrifying encounter unwelcome guest beyond world living,"['interview', 'reenactments', 'ordinary', 'people', 'relive', 'terrifying', 'encounter', 'unwelcome', 'guest', 'beyond', 'world', 'living']"
wet hot american summer: ten years later,tv-ma,"decade wild summer junior counselors, gang reunites weekend bonding, hanky-panky hair-raising adventures.",decade wild summer junior counselors gang reunites weekend bonding hankypanky hairraising adventures,"['decade', 'wild', 'summer', 'junior', 'counselors', 'gang', 'reunites', 'weekend', 'bonding', 'hankypanky', 'hairraising', 'adventures']"
the invisible guardian,tv-ma,"fbi-trained cop return navarre hometown catch killer targeting local teens, must also face personal demon past.",fbitrained cop return navarre hometown catch killer targeting local teens must also face personal demon past,"['fbitrained', 'cop', 'return', 'navarre', 'hometown', 'catch', 'killer', 'targeting', 'local', 'teens', 'must', 'also', 'face', 'personal', 'demon', 'past']"
skins,tv-ma,incisive series center tense life group teenager friend wannabe lover weather final two year school.,incisive series center tense life group teenager friend wannabe lover weather final two year school,"['incisive', 'series', 'center', 'tense', 'life', 'group', 'teenager', 'friend', 'wannabe', 'lover', 'weather', 'final', 'two', 'year', 'school']"
a sort of homecoming,tv-pg,ace news producer amy called back louisiana hometown memory used – might – come flooding back.,ace news producer amy called back louisiana hometown memory used  might  come flooding back,"['ace', 'news', 'producer', 'amy', 'called', 'back', 'louisiana', 'hometown', 'memory', 'used', 'might', 'come', 'flooding', 'back']"
all hallows' eve,tv-g,"instead summoning spirit dearly departed mother, charming teen accidentally awakens vengeful witch want destroy town.",instead summoning spirit dearly departed mother charming teen accidentally awakens vengeful witch want destroy town,"['instead', 'summoning', 'spirit', 'dearly', 'departed', 'mother', 'charming', 'teen', 'accidentally', 'awakens', 'vengeful', 'witch', 'want', 'destroy', 'town']"
anarkali of aarah,tv-ma,"sexually harassed drunken politician performing public event, village dancer plot revenge clear name.",sexually harassed drunken politician performing public event village dancer plot revenge clear name,"['sexually', 'harassed', 'drunken', 'politician', 'performing', 'public', 'event', 'village', 'dancer', 'plot', 'revenge', 'clear', 'name']"
annabelle hooper and the ghosts of nantucket,tv-pg,"vacationing picturesque nantucket, crafty teenage mystery writer contends two thief try solve ghostly conundrum.",vacationing picturesque nantucket crafty teenage mystery writer contends two thief try solve ghostly conundrum,"['vacationing', 'picturesque', 'nantucket', 'crafty', 'teenage', 'mystery', 'writer', 'contends', 'two', 'thief', 'try', 'solve', 'ghostly', 'conundrum']"
aussie gold hunters,tv-ma,three team gold hunter battle manner challenge pursuing dream australian outback.,three team gold hunter battle manner challenge pursuing dream australian outback,"['three', 'team', 'gold', 'hunter', 'battle', 'manner', 'challenge', 'pursuing', 'dream', 'australian', 'outback']"
below her mouth,tv-ma,engaged fashion editor begin torrid affair female roofer threatens turn life upside down.,engaged fashion editor begin torrid affair female roofer threatens turn life upside down,"['engaged', 'fashion', 'editor', 'begin', 'torrid', 'affair', 'female', 'roofer', 'threatens', 'turn', 'life', 'upside', 'down']"
bountiful blessings,tv-14,"former mortal kitchen god cook celestial turmoil impregnates open restaurant beloved, reincarnated wife.",former mortal kitchen god cook celestial turmoil impregnates open restaurant beloved reincarnated wife,"['former', 'mortal', 'kitchen', 'god', 'cook', 'celestial', 'turmoil', 'impregnates', 'open', 'restaurant', 'beloved', 'reincarnated', 'wife']"
close your eyes before it’s dark,tv-14,"vacationing mountain cabin, group longtime friend uncovers old scandal could deadly consequences.",vacationing mountain cabin group longtime friend uncovers old scandal could deadly consequences,"['vacationing', 'mountain', 'cabin', 'group', 'longtime', 'friend', 'uncovers', 'old', 'scandal', 'could', 'deadly', 'consequences']"
cloud atlas,r,"star-studded drama, six seemingly disparate story explore complicated link humanity share generations.",starstudded drama six seemingly disparate story explore complicated link humanity share generations,"['starstudded', 'drama', 'six', 'seemingly', 'disparate', 'story', 'explore', 'complicated', 'link', 'humanity', 'share', 'generations']"
cop watchers,tv-ma,explore story citizen seek deter police brutality observing videotaping arrest made new york police department.,explore story citizen seek deter police brutality observing videotaping arrest made new york police department,"['explore', 'story', 'citizen', 'seek', 'deter', 'police', 'brutality', 'observing', 'videotaping', 'arrest', 'made', 'new', 'york', 'police', 'department']"
entangled,tv-ma,"child two family become friends, begin unravel horrific crime past already linked father other.",child two family become friends begin unravel horrific crime past already linked father other,"['child', 'two', 'family', 'become', 'friends', 'begin', 'unravel', 'horrific', 'crime', 'past', 'already', 'linked', 'father', 'other']"
everyday miracles,tv-pg,material scientist mark miodownik take u world everyday object make life comfortable ancestors.,material scientist mark miodownik take u world everyday object make life comfortable ancestors,"['material', 'scientist', 'mark', 'miodownik', 'take', 'u', 'world', 'everyday', 'object', 'make', 'life', 'comfortable', 'ancestors']"
fartsa,tv-ma,"four russian friend grow early '60s, life, love curse success threaten derail dreams.",four russian friend grow early s life love curse success threaten derail dreams,"['four', 'russian', 'friend', 'grow', 'early', 's', 'life', 'love', 'curse', 'success', 'threaten', 'derail', 'dreams']"
genius of the ancient world,tv-pg,"historian bettany hughes travel india, greece china explore life time buddha, socrates confucius.",historian bettany hughes travel india greece china explore life time buddha socrates confucius,"['historian', 'bettany', 'hughes', 'travel', 'india', 'greece', 'china', 'explore', 'life', 'time', 'buddha', 'socrates', 'confucius']"
